EmployeeID,EmployeeName,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,HourlyRate,DailyRate,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,BusinessTravel,MaritalStatus,DistanceFromHome,OverTime,PercentSalaryHike,TrainingTimesLastYear,StockOptionLevel,JobInvolvement,Attrition,JoiningDate
EMP3906,Joseph Taylor,38.0,Male,Human Resources,Manager,Technical Degree,2,10212.0,66,1285,,16,1,36.0,9,,1,1.0,3.0,4,Non-Travel,Single,17,No,19,4,1,3,y,
EMP5527,Mary Moore,44.0,Female,Sales,,Marketing,4,19220.0,38,1190,17.0,1,17,1.0,0,,3,2.0,3.0,2,Travel_Frequently,divorced,19,No,13,5,3,2,No,8 May 2022
EMP7593,Christopher Young,42.0,f,IT,Director,Technical Degree,4,10242.0,79,118,,10,16,8.0,1,2.0,4,1.0,3.0,1,Non-Travel,Married,6,Yes,11,3,2,4,No,--
EMP5029,Ashley Jackson,43.0,female,Sales,Manager,Medical,4,1574.0,43,536,21.0,1,8,36.0,3,4.0,2,2.0,3.0,3,Non-Travel,Single,7,No,21,0,3,1,No,unknown
EMP7740,Ashley Johnson,33.0,Female,HR,Financial Analyst,Human Resources,5,18955.0,59,249,25.0,0,12,,5,4.0,1,4.0,3.0,4,Non-Travel,MARRIED,22,Yes,22,1,2,1,Y,--
EMP7061,Christopher Young,21.0,Female,IT,,Marketing,3,11518.0,66,1367,30.0,1,2,21.0,1,,4,2.0,3.0,4,Travel_Frequently,Married,8,No,25,0,0,3,No,N/A
EMP6233,Lisa Moore,28.0,Male,Finance,Manager,Other,1,18754.0,68,1149,,3,3,31.0,1,2.0,2,,3.0,3,Non-Travel,Married,18,,14,3,2,4,No,5/9/2016
EMP7099,Matthew Young,48.0,Female,,Laboratory Technician,Other,2,2215.0,58,757,20.0,18,4,24.0,0,1.0,3,,3.0,4,Travel_Frequently,Divorced,25,No,21,2,0,2,Y,--
EMP4556,Sarah Jackson,33.0,Male,Research & Development,Director,Technical Degree,5,5059.0,66,763,26.0,8,9,21.0,5,2.0,4,4.0,3.0,3,Non-Travel,Divorced,26,No,16,0,2,3,No,N/A
EMP5807,Mary Johnson,,Female,Research & Development,HR Representative,Human Resources,4,17278.0,100,1153,25.0,15,1,36.0,2,4.0,3,1.0,3.0,1,Travel_Rarely,Single,4,No,15,5,3,3,1,unknown
EMP7060,Ashley Brown,58.0,Male,IT,Financial Analyst,Other,1,4494.0,87,1204,30.0,14,15,16.0,3,3.0,4,1.0,3.0,2,Travel_Rarely,Divorced,14,No,12,1,1,1,No,3/12/2019
EMP7831,David Martin,57.0,Female,Operations,HR Representative,Other,3,10857.0,81,393,25.0,7,17,15.0,4,2.0,2,4.0,3.0,2,Travel_Frequently,Divorced,14,Yes,25,5,2,4,No,
EMP1915,  Daniel Jackson   ,41.0,f,Finance,Research Scientist,Marketing,5,14644.0,42,593,9.0,6,4,36.0,0,1.0,1,,3.0,1,Travel_Rarely,Single,22,Yes,13,3,3,4,Yes,unknown
EMP8200,John Young,58.0,m,Human Resources,Marketing Specialist,Human Resources,1,13214.0,64,582,0.0,0,1,39.0,5,3.0,2,,3.0,2,Travel_Frequently,Divorced,13,Yes,12,3,2,1,No,2010-06-08
EMP8710,Charles Harris,52.0,mAle,Marketing,Sales Executive,Technical Degree,2,8953.0,46,1240,8.0,5,4,7.0,0,1.0,2,2.0,4.0,3,Travel_Rarely,Married,4,NO,23,1,0,2,No,
EMP4747,Barbara Davis,24.0,mAle,IT,Marketing Specialist,Marketing,1,16191.0,96,1349,24.0,18,2,19.0,2,3.0,4,1.0,3.0,2,Non-Travel,Divorced,29,Yes ,19,5,0,1,No,3/1/2019
EMP4023,David Taylor,26.0,Female,HR,,Medical,3,6127.0,43,1326,29.0,3,7,18.0,8,2.0,2,1.0,3.0,1,Travel_Frequently,Divorced,9,No,13,0,0,2,No,6 May 2011
EMP4692,Susan Garcia,43.0,m,Finance,Marketing Specialist,Marketing,1,15586.0,57,1400,28.0,9,3,,9,,4,4.0,3.0,3,Non-Travel,Married,22,No,24,4,2,3,No,N/A
EMP6697,Betty Young,,Female,Human Resources,Software Engineer,Marketing,3,19267.0,86,465,,6,9,32.0,9,4.0,3,1.0,3.0,4,Travel_Rarely,Single,28,Yes,25,0,3,4,No,2011/5/21
EMP8702,Sarah Jones,46.0,Female,Sales,Software Engineer,Human Resources,3,,93,709,35.0,8,10,,8,1.0,2,4.0,,2,Non-Travel,Married,27,yes,21,4,2,2,Yes ,2024-12-28
EMP1740,Christopher Johnson,30.0,m,Finance,HR Representative,Technical Degree,3,12324.0,45,712,26.0,16,1,29.0,3,2.0,2,2.0,4.0,3,Travel_Frequently,Single,29,Yes,15,3,1,2,No,unknown
EMP1129,William Harris,41.0,Female,Sales,,Life Sciences,5,12118.0,71,870,28.0,4,14,12.0,0,4.0,4,3.0,3.0,4,Travel_Frequently,Married,11,no,21,2,1,2,No,19 Aug 2019
EMP1191,Richard Miller,60.0,Female,SALES,Director,Life Sciences,1,15647.0,80,1271,0.0,0,0,5.0,8,1.0,4,4.0,4.0,3,Non-Travel,Divorced,26,No,12,3,2,2,No,13 Nov 2020
EMP7066,Christopher Harris,57.0,Male,,Financial Analyst,Marketing,5,9097.0,58,1293,26.0,9,3,1.0,9,4.0,2,3.0,3.0,1,Travel_Frequently,Divorced,24,No,11,5,1,4,No,unknown
EMP5227,Richard Smith,48.0,Male,Finance,Software Engineer,Technical Degree,4,11587.0,44,1340,9.0,7,5,1.0,6,1.0,3,1.0,3.0,1,Travel_Rarely,MARRIED,6,No,16,4,0,2,Y,unknown
EMP6109,John Garcia,23.0,Female,,Software Engineer,Human Resources,1,$16218.0,50,920,5.0,3,1,15.0,5,3.0,4,1.0,4.0,4,Travel_Frequently,Single,13,Yes,19,1,3,2,y,26 Mar 2020
EMP5716,Barbara Johnson,21.0,MALE,,Financial Analyst,Other,4,$16060.0,58,106,23.0,18,0,31.0,6,4.0,4,1.0,3.0,4,Non-Travel,Divorced,24,No,20,2,2,3,No,2016/5/14
EMP3223,Sandra Miller,34.0,Male,Human Resources,Marketing Specialist,Marketing,3,2285.0,75,210,34.0,14,1,19.0,7,1.0,3,4.0,,3,Travel_Frequently,Married,10,No,21,5,1,4,No,2012/11/13
EMP7611,Richard Thomas,42.0,Male,Research & Development ,Research Scientist,Medical,4,16140.0,41,774,3.0,4,4,,2,1.0,2,1.0,3.0,2,Travel_Frequently,Divorced,15,No,12,1,3,3,No,2015/7/21
EMP7123,John Jackson,,Male,Finance,Marketing Specialist,Medical,3,12262.0,44,769,14.0,9,7,17.0,2,4.0,4,1.0,3.0,1,Non-Travel,Single,21,No,19,0,1,3,No,6-10-2021
EMP8611,  Joseph Davis   ,39.0,Female,Research & Development,Manager,Life Sciences,2,$2216.0,30,647,10.0,7,4,31.0,6,1.0,1,1.0,3.0,2,Travel_Frequently,SINGLE,25,No,15,3,2,2,No,2017-10-23
EMP5371,Ashley Miller,43.0,Male,Research & Development ,Software Engineer,Life Sciences,4,12345.0,91,1329,23.0,1,8,29.0,4,1.0,1,4.0,3.0,2,Travel_Frequently,Single,2,No,20,4,3,4,No,--
EMP2497,  Ashley Thompson   ,19.0,Female,Research & Development,,Marketing,1,18697.0,31,1131,32.0,8,1,3.0,6,1.0,2,4.0,3.0,4,Non-Travel,Divorced,11,N,22,2,0,2,No,N/A
EMP3856,David Garcia,47.0,Female,Marketing,Laboratory Technician,Medical,2,5125.0,79,394,18.0,13,0,26.0,7,4.0,4,,3.0,3,Travel_Frequently,Divorced,12,Yes,25,5,1,3,No,7-12-2016
EMP8229,Michael White,22.0,Female,Finance,Software Engineer,Medical,2,2610.0,90,513,13.0,6,11,32.0,4,,3,1.0,3.0,4,Non-Travel,divorced,6,Yes,21,3,1,4,No,8/3/2010
EMP6692,Michael Moore,39.0,Female,IT,Operations Lead,Human Resources,3,17424.0,33,1000,34.0,15,4,1.0,6,4.0,2,2.0,3.0,1,Non-Travel,Single,19,Yes,24,1,2,4,No,2011/5/1
EMP8215,Sandra Martin,31.0,Male,Finance,Research Scientist,Medical,2,13915.0,53,229,18.0,3,3,19.0,5,4.0,4,1.0,4.0,1,Non-Travel,Single,15,No,16,0,1,3,yes,1/24/2016
EMP2096,Ashley Young,,Male,Sales,Operations Lead,Technical Degree,1,2950.0,76,212,28.0,10,6,5.0,1,4.0,1,3.0,4.0,3,Travel_Rarely,Married,9,No,20,3,2,3,No,--
EMP1842,Betty Wilson,41.0,Male,Human resources,Marketing Specialist,Technical Degree,3,15809.0,90,547,24.0,9,0,25.0,5,2.0,2,2.0,3.0,4,Non-Travel,Married,18,,13,5,2,3,No,7/13/2011
EMP8115,Barbara Thomas,44.0,Female,Marketing,Sales Executive,Medical,2,8716.0,80,457,16.0,12,5,0.0,3,4.0,4,3.0,3.0,2,Travel_Frequently,Single,15,Yes,14,6,1,3,0,28 Dec 2024
EMP1831,David Young,27.0,f,R&D,HR Representative,Marketing,3,3923.0,98,1080,29.0,16,12,37.0,0,,2,4.0,4.0,4,Travel_Frequently,SINGLE,20,No,18,6,1,1,No,24 Aug 2022
EMP2017,Charles Wilson,44.0,Male,,Marketing Specialist,Life Sciences,1,14875.0,59,736,26.0,11,6,31.0,5,3.0,4,1.0,,1,Travel_Rarely,Single,8,No,13,1,2,2,Yes,2011-07-11
EMP1103,Robert Taylor,54.0,Female,IT,Sales Executive,Life Sciences,2,9460.0,58,164,32.0,11,14,23.0,7,2.0,3,,,3,Travel_Frequently,Single,18,No,18,6,0,2,No,unknown
EMP7997,Anthony White,34.0,Male,,Director,Life Sciences,5,10449.0,91,501,6.0,2,3,22.0,8,4.0,2,2.0,3.0,3,Travel_Rarely,Married,28,No,14,1,2,3,no ,8-10-2018
EMP5673,Betty Wilson,27.0,Female,Marketing,Operations Lead,Marketing,1,7938.0,32,995,19.0,1,8,28.0,1,1.0,2,1.0,3.0,4,Travel_Frequently,Married,7,Yes,11,2,2,4,No,
EMP1840,Nancy White,46.0,mAle,Finance,Financial Analyst,Life Sciences,4,19086.0,68,1317,7.0,2,4,1.0,3,4.0,1,3.0,3.0,3,Non-Travel,Single,4,Yes,19,5,2,2,No,22 Aug 2011
EMP4362,Patricia Wilson,57.0,Female,Sales ,Laboratory Technician,Marketing,5,12435.0,82,666,15.0,13,16,2.0,9,4.0,4,1.0,4.0,3,Non-Travel,Married,18,No,14,5,3,2,Y,7 Feb 2010
EMP6967,Ashley Jones,,Female,H.R,Marketing Specialist,Medical,4,12765.0,71,510,30.0,3,10,2.0,8,,4,3.0,3.0,3,Non-Travel,Divorced,26,Yes,12,1,2,1,No,2021-07-02
EMP6011,Joseph Jackson,59.0,Female,Operations,Sales Executive,Marketing,2,6480.0,32,1191,23.0,15,5,14.0,7,2.0,2,1.0,3.0,4,Travel_Rarely,Married,17,NO,15,3,2,4,1,--
EMP2599,Margaret Thompson,46.0,Male,human resources,,Life Sciences,4,10101.0,45,1211,2.0,1,3,15.0,6,1.0,3,1.0,3.0,2,Travel_Frequently,Married,15,,16,3,0,3,No,5/20/2010
EMP3750,Jessica Harris,19.0,Male,Sales ,Laboratory Technician,Marketing,3,6664.0,51,1191,6.0,4,3,37.0,0,1.0,4,4.0,3.0,1,Travel_Frequently,divorced,17,No,22,6,0,1,No,8-9-2013
EMP6514,Charles Anderson,33.0,f,Human Resources,Manager,Other,2,10649.0,48,1003,3.0,4,1,33.0,6,3.0,4,4.0,3.0,4,Travel_Rarely,Divorced,3,Yes,15,5,3,3,No,2013/10/1
EMP2282,Michael Wilson,22.0,m,,Software Engineer,Life Sciences,5,18354.0,100,1392,26.0,1,16,30.0,4,2.0,3,1.0,3.0,1,Non-Travel,Divorced,27,Yes,19,1,2,2,No,N/A
EMP3323,William Young,57.0,f,Research & Development,Sales Executive,Life Sciences,4,5147.0,77,751,9.0,1,2,13.0,1,4.0,2,4.0,3.0,2,Travel_Rarely,Divorced,24,1,15,3,2,3,No,6-9-2013
EMP2989,Joseph Garcia,18.0,FEMALE,Finance,,Other,2,18392.0,100,1144,19.0,2,1,,8,3.0,2,2.0,3.0,1,Travel_Frequently,married,18,Yes,18,0,3,2,No,unknown
EMP1192,Margaret Williams,53.0,F,Operations,Sales Executive,Technical Degree,3,8089.0,99,774,29.0,7,13,4.0,3,4.0,4,4.0,4.0,3,Travel_Rarely,married,24,Yes,22,4,0,4,Yes,
EMP4480,Margaret Garcia,39.0,Female,Finance,HR Representative,Life Sciences,5,6933.0,37,1230,5.0,6,6,20.0,8,3.0,4,,4.0,1,Travel_Frequently,Divorced,15,0,25,5,2,4,No,
EMP3958,Susan Martin,31.0,Female,Research & Development,HR Representative,Marketing,4,7240.0,58,950,9.0,7,3,6.0,3,2.0,3,3.0,3.0,2,Non-Travel,Divorced,30,No,21,1,3,4,NO,N/A
EMP4178,  Richard Jones   ,39.0,Female,Sales,Marketing Specialist,Medical,3,7175.0,87,1190,29.0,5,14,27.0,6,4.0,1,,3.0,3,Travel_Rarely,married,25,No,24,2,3,4,No,3/26/2018
EMP7386,Betty Jackson,58.0,female,IT dept,Operations Lead,Human Resources,2,2636.0,38,1136,22.0,3,3,18.0,7,2.0,3,2.0,3.0,4,Non-Travel,Single,9,No,14,4,2,1,No,N/A
EMP3687,Daniel Johnson,46.0,f,sales dept,HR Representative,Technical Degree,2,10905.0,97,1001,22.0,1,3,22.0,9,,4,4.0,3.0,2,Travel_Rarely,MARRIED,17,Yes,20,2,3,3,N,1/8/2016
EMP1536,William Anderson,49.0,Female,Human Resources,Manager,Medical,5,,35,1147,,6,10,22.0,9,,4,3.0,3.0,3,Non-Travel,Single,12,No,21,4,1,3,No,17 Jul 2016
EMP5904,Thomas Brown,60.0,Female,human resources,Director,Technical Degree,2,16057.0,62,335,22.0,17,1,,3,3.0,4,4.0,3.0,4,Non-Travel,Single,7,No,23,2,1,1,No,
EMP1785,Jessica Anderson,40.0,Male,Marketing,Laboratory Technician,Medical,2,5662.0,91,541,19.0,5,14,,9,4.0,4,2.0,3.0,1,Travel_Frequently,Divorced,3,Yes,23,4,1,1,Yes,2018-10-11
EMP4581,Mark Thompson,42.0,Female,Operations,HR Representative,Other,1,14213.0,83,109,30.0,11,6,26.0,5,,4,4.0,,3,Travel_Rarely,Single,28,No,24,4,2,1,No,2023-01-11
EMP7798,Sandra Thomas,49.0,Male,H.R,Research Scientist,Marketing,1,10787.0,54,739,21.0,12,10,14.0,4,3.0,1,3.0,3.0,1,Non-Travel,Married,17,No,12,4,1,4,No,28 Jan 2020
EMP6077,Michael Johnson,49.0,Female,Human Resources,Manager,Technical Degree,5,9197.0,90,504,,0,1,21.0,6,3.0,3,1.0,3.0,3,Non-Travel,Divorced,23,Yes,17,0,0,2,0,2016/4/2
EMP2051,Karen Thompson,34.0,Male,Marketing,Software Engineer,Marketing,2,10769.0,49,472,26.0,16,13,8.0,9,3.0,4,1.0,3.0,1,Travel_Rarely,Divorced,6,No,11,2,2,2,No,--
EMP6111,Nancy Smith,49.0,Female,Marketing,Software Engineer,Life Sciences,3,6360.0,75,531,30.0,17,9,39.0,5,3.0,1,,,2,Travel_Rarely,Single,25,Yes,19,6,1,1,N,unknown
EMP3302,Sarah Anderson,40.0,Female,Finance ,Software Engineer,Medical,4,16663.0,81,543,25.0,15,12,31.0,3,2.0,1,1.0,3.0,1,Travel_Frequently,MARRIED,26,No,21,0,1,3,No,23-6-2016
EMP5071,Sarah Davis,27.0,Male,research and development,Research Scientist,Human Resources,5,6349.0,52,1109,18.0,0,5,28.0,6,3.0,2,3.0,3.0,1,Travel_Rarely,Divorced,12,No,22,3,1,1,No,unknown
EMP8395,Karen Harris,20.0,fEmale,R & D,Financial Analyst,Life Sciences,2,4697.0,63,450,30.0,16,13,32.0,6,3.0,4,4.0,3.0,1,Travel_Frequently,Divorced,8,,21,0,0,3,No,unknown
EMP8516,David Wilson,60.0,Male,research and development,HR Representative,Human Resources,2,2344.0,53,446,33.0,3,15,39.0,1,3.0,4,1.0,3.0,1,Travel_Frequently,Divorced,30,Yes,24,6,1,3,No,2017-03-19
EMP3955,Michael Moore,,female,,Operations Lead,Other,4,,81,463,23.0,5,8,23.0,6,4.0,4,1.0,3.0,2,Travel_Rarely,SINGLE,7,Yes,15,3,2,4,No,8-8-2013
EMP6984,David Thomas,42.0,Male,Human Resources,Marketing Specialist,Technical Degree,5,13189.0,72,274,24.0,10,7,,9,1.0,3,,3.0,1,Travel_Rarely,Single,18,No,18,5,3,3,No,
EMP1270,Christopher Young,35.0,mAle,Sales ,HR Representative,Marketing,2,$3274.0,63,1049,21.0,9,3,8.0,1,1.0,3,2.0,3.0,4,Travel_Rarely,Divorced,25,NO,24,1,1,3,No,2016-07-03
EMP3744,Lisa Martin,38.0,Male,Finance,Director,Other,5,8163.0,55,935,28.0,0,7,20.0,9,1.0,2,3.0,3.0,1,Non-Travel,divorced,29,Yes,21,4,3,4,1,12 Jun 2018
EMP4892,Patricia Harris,34.0,Female,Sales ,Manager,Medical,1,,98,206,25.0,4,17,,9,4.0,1,3.0,3.0,3,Non-Travel,Married,22,Yes,25,3,0,2,No,N/A
EMP8165,Mark Miller,28.0,Male,Operations,Marketing Specialist,Technical Degree,2,7643.0,40,475,23.0,17,12,36.0,4,4.0,1,1.0,4.0,3,Non-Travel,Single,7,No,22,0,3,2,YES,1-5-2012
EMP3667,Sarah Taylor,51.0,Female,Finance,Software Engineer,Other,4,14952.0,63,459,0.0,1,1,21.0,5,2.0,2,2.0,3.0,2,Travel_Frequently,DIVORCED,26,Yes ,11,1,3,2,No,6 Apr 2024
EMP8527,Richard Wilson,40.0,Male,,Marketing Specialist,Human Resources,3,17036.0,56,562,16.0,15,8,13.0,4,4.0,3,4.0,3.0,2,Travel_Rarely,Single,12,Yes,11,0,3,2,n,22 Aug 2014
EMP8575,William Thomas,56.0,MALE,Research & Development,Software Engineer,Human Resources,4,7119.0,67,752,23.0,8,4,36.0,5,3.0,1,1.0,3.0,1,Travel_Rarely,Divorced,21,Yes,11,5,1,4,YES,9-12-2011
EMP3270,Susan Thomas,20.0,Male,Operations,Research Scientist,Technical Degree,4,7356.0,89,333,2.0,1,0,30.0,6,4.0,3,2.0,3.0,2,Travel_Frequently,Divorced,16,Yes,24,6,2,3,NO,
EMP4398,Susan Brown,38.0,Male,Marketing,Marketing Specialist,Technical Degree,3,7526.0,93,1352,,2,1,12.0,0,1.0,1,1.0,3.0,4,Travel_Rarely,Single,17,No,13,5,0,2,No,8 Feb 2013
EMP5544,Mark Davis,48.0,Male,Marketing,Marketing Specialist,Life Sciences,5,9154.0,94,606,7.0,8,4,32.0,7,1.0,2,,3.0,3,Travel_Rarely,Married,24,,11,4,3,2,No,N/A
EMP8087,Nancy Smith,60.0,FEMALE,human resources,Operations Lead,Technical Degree,3,17772.0,53,425,18.0,7,7,16.0,2,3.0,3,2.0,3.0,3,Travel_Rarely,Married,15,No,21,0,0,2,Yes,13 Nov 2022
EMP8166,Richard Davis,,Female,Sales,Software Engineer,Human Resources,5,13808.0,38,1231,19.0,14,15,14.0,9,,2,,3.0,3,Travel_Rarely,Married,21,No,16,2,2,1,Yes,--
EMP6579,Margaret Thompson,19.0,Male,Marketing,Research Scientist,Human Resources,5,10421.0,54,1245,15.0,4,10,32.0,4,4.0,3,4.0,,3,Travel_Rarely,Married,12,Yes,17,3,2,1,No,N/A
EMP1860,James Jackson,20.0,Female,Human Resources,Laboratory Technician,Technical Degree,4,3311.0,50,670,10.0,6,5,33.0,5,,2,,3.0,3,Non-Travel,Divorced,13,Yes,19,3,1,3,No,1 Apr 2021
EMP4505,David Garcia,59.0,fEmale,research and development,Sales Executive,Marketing,2,9332.0,56,1256,27.0,10,0,4.0,4,4.0,4,4.0,3.0,3,Travel_Frequently,Married,2,,20,2,3,4,No,16 May 2017
EMP6081,Daniel Jones,--,m,Human Resources,Financial Analyst,Life Sciences,3,15012.0,53,1389,23.0,18,14,16.0,8,2.0,3,1.0,3.0,2,Travel_Rarely,Single,26,No,12,1,0,3,Yes,N/A
EMP3483,  John Martin   ,33.0,Female,Operations,Financial Analyst,Other,2,$5000,74,380,24.0,8,9,31.0,2,4.0,2,4.0,3.0,4,Non-Travel,Married,29,YES,25,2,2,1,No,10/20/2016
EMP2997,James Jackson,23.0,m,Operations,Director,Technical Degree,4,,76,522,20.0,9,9,31.0,8,4.0,2,2.0,3.0,4,Non-Travel,Married,19,No,15,1,2,4,Yes,N/A
EMP2754,Lisa Johnson,47.0,Male,Operations,Laboratory Technician,Medical,1,5435.0,74,307,17.0,9,10,16.0,5,,3,1.0,4.0,4,Travel_Rarely,Divorced,24,,11,0,0,2,No,1/19/2021
EMP4174,Mary Anderson,,Male,,Financial Analyst,Technical Degree,3,14229.0,54,391,21.0,5,2,24.0,9,1.0,2,2.0,4.0,4,Travel_Rarely,Divorced,18,1,13,4,2,4,No,--
EMP5711,Robert Garcia,,Male,,Sales Executive,Marketing,2,7719.0,77,1282,9.0,1,7,14.0,4,1.0,1,1.0,3.0,2,Travel_Rarely,Single,3,No,13,0,1,2,No,unknown
EMP5769,Karen Harris,60.0,Male,IT,Manager,Medical,3,4820.0,97,1046,30.0,4,8,33.0,4,3.0,2,1.0,3.0,1,Travel_Rarely,Married,19,No,22,3,0,3,No,1/17/2018
EMP4723,Jennifer Smith,45.0,Male,,Financial Analyst,Human Resources,3,15471.0,68,222,31.0,8,10,27.0,8,2.0,1,3.0,3.0,1,Travel_Frequently,Married,3,Yes,21,0,0,2,No,9/4/2019
EMP4659,Betty Miller,53.0,mAle,Marketing,Manager,Life Sciences,3,3461.0,78,679,,10,5,4.0,4,2.0,3,3.0,3.0,2,Travel_Frequently,Married,21,Y,19,3,1,4,No,2012/12/4
EMP1427,Mary Williams,28.0,mAle,Finance ,Manager,Marketing,3,9584.0,71,176,2.0,2,2,14.0,6,2.0,2,4.0,4.0,3,Travel_Rarely,Single,24,Yes,19,6,1,1,0,N/A
EMP2208,Linda Brown,34.0,Male,IT,Director,Medical,1,4106.0,70,151,2.0,1,1,,0,3.0,4,1.0,,1,Travel_Frequently,Divorced,20,,11,4,3,3,No,6/20/2021
EMP8511,Nancy Miller,24.0,Male,,Financial Analyst,Human Resources,1,,87,307,,6,7,0.0,6,1.0,1,1.0,3.0,1,Travel_Frequently,MARRIED,7,Y,18,5,0,3,No,
EMP4324,  Joseph Garcia   ,,Female,Marketing,Marketing Specialist,Human Resources,5,15632.0,94,910,1.0,0,1,5.0,2,3.0,1,3.0,3.0,2,Travel_Rarely,Single,10,Yes,25,3,0,3,Yes ,2018-04-23
EMP3140,Michael Davis,38.0,Female,Research & Development,Director,Human Resources,3,,81,798,24.0,6,14,7.0,0,3.0,4,1.0,3.0,3,Non-Travel,Divorced,16,NO,21,0,0,1,No,2-4-2020
EMP1389,Nancy Brown,50.0,Male,,Sales Executive,Human Resources,4,14510.0,31,279,9.0,5,5,22.0,8,1.0,1,,3.0,1,Non-Travel,Single,22,No,11,5,0,1,No,1 Feb 2019
EMP1616,Robert Young,,Female,Finance,Manager,Life Sciences,3,7908.0,56,342,13.0,9,7,39.0,9,3.0,1,3.0,3.0,2,Travel_Frequently,divorced,16,Yes,23,1,0,2,No,20 Feb 2012
EMP2306,Barbara White,20.0,Male,,Sales Executive,Marketing,3,5128.0,30,286,21.0,1,3,19.0,4,2.0,2,3.0,3.0,4,Travel_Rarely,Single,21,Yes,22,4,1,3,Yes,2022-11-02
EMP1717,Betty White,39.0,Male,Finance,Software Engineer,Life Sciences,2,17648.0,94,553,18.0,11,15,24.0,0,1.0,4,3.0,3.0,2,Non-Travel,Married,21,Yes,22,4,2,3,N,2014-10-25
EMP1028,Nancy Wilson,29.0,M,,Research Scientist,Technical Degree,4,10028.0,68,1081,0.0,0,0,16.0,3,,1,,3.0,2,Travel_Frequently,married,11,No,13,2,2,2,No,2/7/2012
EMP1372,Margaret Wilson,42.0,Male,,Research Scientist,Marketing,4,19210.0,49,420,11.0,7,10,17.0,3,3.0,4,4.0,3.0,1,Travel_Frequently,Divorced,5,0,20,6,0,1,No,11/1/2016
EMP2673,Sandra Young,54.0,Male,Research & Development,Research Scientist,Medical,2,12935.0,76,432,7.0,0,7,27.0,3,4.0,1,1.0,3.0,2,Travel_Frequently,Single,2,Yes,22,0,3,3,No,13 Jan 2017
EMP2434,Sandra Davis,twenty five,FEMALE,human resources,,Medical,4,11498.0,42,583,-3.0,9,14,,9,,2,2.0,4.0,3,Non-Travel,Divorced,10,NO,25,6,1,4,No,unknown
EMP3242,Lisa Martin,39.0,Male,,Research Scientist,Other,3,11018.0,78,778,26.0,14,15,9.0,1,1.0,4,3.0,4.0,3,Non-Travel,Married,28,0,13,4,0,4,No,N/A
EMP8654,Jessica Young,,Male,Research & Development ,Research Scientist,Technical Degree,1,7041.0,74,446,5.0,1,1,21.0,5,3.0,2,2.0,4.0,4,Non-Travel,Single,7,Yes,15,5,0,3,yes,unknown
EMP7883,  David Jackson   ,43.0,male,Human Resources,Director,Life Sciences,2,1518.0,61,422,35.0,13,11,,5,3.0,3,,3.0,4,Non-Travel,Divorced,20,No,21,3,0,1,No,
EMP8389,William Johnson,,Female,IT dept,Financial Analyst,Other,2,6086.0,85,464,22.0,2,11,31.0,3,4.0,2,4.0,3.0,3,Non-Travel,Single,16,Yes,21,5,1,2,No,11 Feb 2023
EMP1318,Robert Anderson,42.0,FEMALE,Finance,HR Representative,Human Resources,4,13398.0,34,1334,1.0,1,2,39.0,2,1.0,3,3.0,3.0,2,Travel_Rarely,Married,28,No,20,4,3,1,No,--
EMP8317,Matthew Thompson,51.0,Female,Marketing,Marketing Specialist,Life Sciences,4,19334.0,67,1178,1.0,1,2,18.0,3,1.0,3,3.0,3.0,4,Travel_Frequently,married,3,No,11,2,0,3,Yes,unknown
EMP4359,Betty Allen,48.0,Male,Operations,Operations Lead,Medical,1,13692.0,79,595,19.0,13,7,35.0,2,4.0,2,2.0,3.0,2,Non-Travel,Married,14,No,19,1,3,2,No,10/15/2012
EMP4033,Susan Young,56.0,MALE,Research & Development,Sales Executive,Other,4,15986.0,47,360,25.0,11,8,9.0,0,1.0,1,4.0,3.0,1,Non-Travel,Divorced,20,Yes,20,6,2,2,1,--
EMP1004,Richard Jackson,39.0,mAle,Finance,Marketing Specialist,Marketing,5,4536.0,53,176,23.0,12,14,14.0,4,2.0,3,,4.0,3,Travel_Rarely,Divorced,22,yes,18,6,0,4,0,--
EMP3147,Charles Thompson,,Female,IT,Director,Technical Degree,2,12988.0,77,1154,25.0,2,1,17.0,3,3.0,3,4.0,3.0,1,Travel_Frequently,Divorced,29,No,13,0,2,2,No,7/4/2022
EMP8930,Betty Johnson,39.0,mAle,SALES,Software Engineer,Marketing,1,6595.0,91,633,29.0,17,8,27.0,0,,2,,3.0,4,Non-Travel,Married,24,Yes,15,1,2,4,Yes,N/A
EMP6270,John Jackson,52.0,Male,,HR Representative,Other,3,19263.0,100,122,,4,14,17.0,5,3.0,3,1.0,,1,Travel_Frequently,Single,24,Yes,11,3,0,4,No,18-6-2011
EMP4752,Thomas Brown,55.0,Female,Marketing,Laboratory Technician,Marketing,3,19695.0,100,394,23.0,15,3,,9,4.0,2,3.0,,1,Non-Travel,DIVORCED,10,Yes,16,1,2,3,No,unknown
EMP8036,Ashley Johnson,25.0,Female,R&D,Manager,Technical Degree,3,13856.0,48,226,,2,5,26.0,7,,4,,3.0,2,Travel_Frequently,Married,8,No,17,5,1,3,No,unknown
